date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:24:31	5537/5537	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215a1-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/solutions/hospitality/page-9e63139f7ebe8cba.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/solutions/hospitality/page-9e63139f7ebe8cba.js	(from https://usetola.com/solutions/hospitality)
19:24:31	5537/5537	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215a1-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/solutions/services/page-f55aae99a0fe4758.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/solutions/services/page-f55aae99a0fe4758.js	(from https://usetola.com/solutions/services)
19:24:33	220954/220954	---M--	200	added ('OK')	image/webp	etag:W/%2235f1a-192e72f49e8%22	https://usetola.com/images/hero/services.webp	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/images/hero/services.webp	(from https://usetola.com/solutions/services)
19:24:34	5537/5537	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215a1-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/solutions/non-profits/page-64ba67c4ed40bf8d.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/solutions/non-profits/page-64ba67c4ed40bf8d.js	(from https://usetola.com/solutions/non-profits)
19:24:35	11770/11770	---MCZ	200	added ('OK')	application/javascript	etag:W/%222dfa-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/about/page-e7ef24059d1a973e.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/about/page-e7ef24059d1a973e.js	(from https://usetola.com/about)
19:24:36	315024/315024	---M--	200	added ('OK')	image/webp	etag:W/%224ce90-192e72f49e8%22	https://usetola.com/images/about/about-hero.webp	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/images/about/about-hero.webp	(from https://usetola.com/about)
19:24:36	11299/11299	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c23-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/faq/page-af1d79ef70adcbcc.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/faq/page-af1d79ef70adcbcc.js	(from https://usetola.com/faq)
19:24:38	5536/5536	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215a0-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/changelog/page-e3b6e184fad07fc4.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/changelog/page-e3b6e184fad07fc4.js	(from https://usetola.com/changelog)
19:24:38	3047/3047	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be7-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/changelog/layout-95037f1b334d2ca8.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/changelog/layout-95037f1b334d2ca8.js	(from https://usetola.com/changelog)
19:24:40	68781/68781	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:39%20GMT	https://usetola.com/changelog/2024-10-29-batch-schedulling	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-10-29-batch-schedulling.html	(from https://usetola.com/changelog)
19:24:41	70981/70981	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:40%20GMT	https://usetola.com/changelog/2024-10-25-accounting-dashboard	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-10-25-accounting-dashboard.html	(from https://usetola.com/changelog)
19:24:42	67201/67201	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:41%20GMT	https://usetola.com/changelog/2024-10-14-new-tola-design	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-10-14-new-tola-design.html	(from https://usetola.com/changelog)
19:24:43	67721/67721	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:42%20GMT	https://usetola.com/changelog/2024-10-11-mark-bills-as-paid	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-10-11-mark-bills-as-paid.html	(from https://usetola.com/changelog)
19:24:44	69610/69610	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:43%20GMT	https://usetola.com/changelog/2024-09-01-bookkeeper-role	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-09-01-bookkeeper-role.html	(from https://usetola.com/changelog)
19:24:45	67332/67332	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:44%20GMT	https://usetola.com/changelog/2024-08-30-email2pay	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-08-30-email2pay.html	(from https://usetola.com/changelog)
19:24:46	67377/67377	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:45%20GMT	https://usetola.com/changelog/2024-08-10-role-changes	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-08-10-role-changes.html	(from https://usetola.com/changelog)
19:24:47	67481/67481	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:46%20GMT	https://usetola.com/changelog/2024-03-20-disconnected-bank-account-payments	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-03-20-disconnected-bank-account-payments.html	(from https://usetola.com/changelog)
19:24:48	69072/69072	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:47%20GMT	https://usetola.com/changelog/2024-03-08-bill-and-invoice-duplication	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-03-08-bill-and-invoice-duplication.html	(from https://usetola.com/changelog)
19:24:49	69372/69372	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:48%20GMT	https://usetola.com/changelog/2024-03-01-invoice-custom-brand-color	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-03-01-invoice-custom-brand-color.html	(from https://usetola.com/changelog)
19:24:50	255387/255387	---MCZ	200	added ('OK')	text/html	etag:%22hn21axd8gv5gzj%22	https://usetola.com/changelog/page/2	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/page/2.html	(from https://usetola.com/changelog)
19:24:50	5182/5182	---MCZ	200	added ('OK')	application/javascript	etag:W/%22143e-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/legal/%5Bslug%5D/page-fbdddd1c0356debb.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/legal/[slug]/page-fbdddd1c0356debb.js	(from https://usetola.com/legal/terms-of-service)
19:24:51	5536/5536	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215a0-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/changelog/%5Bslug%5D/page-01684cb13622ca92.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/changelog/[slug]/page-01684cb13622ca92.js	(from https://usetola.com/changelog/2024-10-29-batch-schedulling)
19:24:53	490/490	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ea-192e72f49e8%22	https://usetola.com/scripts/fbpixel.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/scripts/fbpixel.js	(from https://usetola.com/changelog/2024-10-29-batch-schedulling)
19:24:54	5536/5536	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215a0-192e7305f40%22	https://usetola.com/_next/static/chunks/app/(main)/changelog/page/%5Bpage%5D/page-0955ad7d4b59922d.js	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/_next/static/chunks/app/(main)/changelog/page/[page]/page-0955ad7d4b59922d.js	(from https://usetola.com/changelog/page/2)
19:24:55	69416/69416	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:54%20GMT	https://usetola.com/changelog/2024-03-01-micro-deposit-bank-verification	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-03-01-micro-deposit-bank-verification.html	(from https://usetola.com/changelog/page/2)
19:24:56	67165/67165	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:55%20GMT	https://usetola.com/changelog/2024-02-17-subscription-bill-attachments	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2024-02-17-subscription-bill-attachments.html	(from https://usetola.com/changelog/page/2)
19:24:57	71045/71045	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:56%20GMT	https://usetola.com/changelog/2023-12-30-quickbooks-live-sync-integration	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-12-30-quickbooks-live-sync-integration.html	(from https://usetola.com/changelog/page/2)
19:24:57	42930/42930	---M--	200	added ('OK')	image/webp	etag:W/%22a7b2-192e72f49e8%22	https://usetola.com/images/changelog/2024-01-23-quickbooks-live-sync.webp	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/images/changelog/2024-01-23-quickbooks-live-sync.webp	(from https://usetola.com/changelog/page/2)
19:24:59	67744/67744	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:58%20GMT	https://usetola.com/changelog/2023-12-13-intuitive-bill-payments-calendar	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-12-13-intuitive-bill-payments-calendar.html	(from https://usetola.com/changelog/page/2)
19:25:00	68952/68952	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:24:59%20GMT	https://usetola.com/changelog/2023-12-10-referrals	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-12-10-referrals.html	(from https://usetola.com/changelog/page/2)
19:25:01	69700/69700	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:00%20GMT	https://usetola.com/changelog/2023-12-05-automated-invoice-reminders	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-12-05-automated-invoice-reminders.html	(from https://usetola.com/changelog/page/2)
19:25:02	68642/68642	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:01%20GMT	https://usetola.com/changelog/2023-12-04-eliminate-duplicates	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-12-04-eliminate-duplicates.html	(from https://usetola.com/changelog/page/2)
19:25:03	69102/69102	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:02%20GMT	https://usetola.com/changelog/2023-12-01-tiers	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-12-01-tiers.html	(from https://usetola.com/changelog/page/2)
19:25:04	68531/68531	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:03%20GMT	https://usetola.com/changelog/2023-09-25-saving-payment-details	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-09-25-saving-payment-details.html	(from https://usetola.com/changelog/page/2)
19:25:05	69032/69032	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:04%20GMT	https://usetola.com/changelog/2023-09-23-resolving-payment-issues	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-09-23-resolving-payment-issues.html	(from https://usetola.com/changelog/page/2)
19:25:06	249300/249300	---MCZ	200	added ('OK')	text/html	etag:%225n2g9zv6y15ca3%22	https://usetola.com/changelog/page/1	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/page/1.html	(from https://usetola.com/changelog/page/2)
19:25:07	154550/154550	---MCZ	200	added ('OK')	text/html	etag:%22e8hkf95fow3b6h%22	https://usetola.com/changelog/page/3	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/page/3.html	(from https://usetola.com/changelog/page/2)
19:25:08	69121/69121	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:07%20GMT	https://usetola.com/changelog/2023-09-02-customer-portal	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-09-02-customer-portal.html	(from https://usetola.com/changelog/page/3)
19:25:09	69721/69721	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:08%20GMT	https://usetola.com/changelog/2023-06-13-xero-live-sync-integration	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-06-13-xero-live-sync-integration.html	(from https://usetola.com/changelog/page/3)
19:25:10	69500/69500	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:09%20GMT	https://usetola.com/changelog/2023-06-10-email-forwarding-per-business-account	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-06-10-email-forwarding-per-business-account.html	(from https://usetola.com/changelog/page/3)
19:25:11	69783/69783	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:10%20GMT	https://usetola.com/changelog/2023-06-04-financing-page	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-06-04-financing-page.html	(from https://usetola.com/changelog/page/3)
19:25:12	69359/69359	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2023:25:11%20GMT	https://usetola.com/changelog/2023-06-01-pay-early	/Users/lucy-cto/Desktop/usetola_copy/usetola.com/changelog/2023-06-01-pay-early.html	(from https://usetola.com/changelog/page/3)
